filename,width,height,mode,label
Chili__leaf spot/leaf spot36.jpg,100,100,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot65.jpg,259,195,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot67.jpg,275,183,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot58.jpg,259,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot82.jpg,275,183,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot66.jpg,259,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot49.jpg,233,217,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot45.jpg,210,240,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot40.jpg,276,182,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot62.jpg,194,259,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot53.jpg,251,201,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot52.jpg,259,195,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot78.jpg,298,169,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot56.jpg,260,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot70.jpg,259,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot75.jpg,242,208,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot44.jpg,225,225,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot61.jpg,275,183,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot47.jpg,287,175,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot43.jpg,280,180,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot80.jpg,275,183,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot63.jpg,277,182,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot41.jpg,194,259,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot81.jpg,236,214,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot72.jpg,259,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot54.jpg,225,225,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot64.jpg,259,194,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot74.jpg,225,225,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot69.jpg,276,183,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot68.jpg,270,187,RGB,Chili__leaf spot
Chili__leaf spot/leaf spot73.jpg,266,190,RGB,Chili__leaf spot
Chili__whitefly/download (29).jpg,272,185,RGB,Chili__whitefly
Chili__whitefly/download (16).jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/download (28).jpg,310,163,RGB,Chili__whitefly
Chili__whitefly/download (11).jpg,260,194,RGB,Chili__whitefly
Chili__whitefly/download (6).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (2).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (13).jpg,177,284,RGB,Chili__whitefly
Chili__whitefly/download (12).jpg,281,180,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012553.128.jpg,165,165,RGB,Chili__whitefly
Chili__whitefly/download (18).jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012553.752.jpg,241,209,RGB,Chili__whitefly
Chili__whitefly/download (17).jpg,329,153,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012550.875.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (27).jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/download (7).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012552.910.jpg,277,182,RGB,Chili__whitefly
Chili__whitefly/download (9).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (14).jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012552.138.jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012552.212.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/download (21).jpg,314,160,RGB,Chili__whitefly
Chili__whitefly/download (22).jpg,260,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012549.575.jpg,271,186,RGB,Chili__whitefly
Chili__whitefly/download (23).jpg,309,163,RGB,Chili__whitefly
Chili__whitefly/download (4).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (19).jpg,222,227,RGB,Chili__whitefly
Chili__whitefly/download (1).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (8).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (20).jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/download (26).jpg,240,210,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012552.434.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/download (10).jpg,261,193,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012550.473.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (5).jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/download (25).jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/download (24).jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012649.363.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012621.039.jpg,267,189,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012654.687.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012653.644.jpg,235,214,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012605.410.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012621.307.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012641.670.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012609.069.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012652.769.jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012651.064.jpg,300,168,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012620.279.jpg,284,177,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012650.436.jpg,217,232,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012557.253.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012620.191.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012554.365.jpg,310,163,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012620.625.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012632.285.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012557.486.jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012555.339.jpg,238,212,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012618.839.jpg,246,205,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012635.603.jpg,230,219,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012556.564.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012607.458.jpg,288,175,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012648.549.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012647.363.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012557.053.jpg,242,208,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012613.186.jpg,329,153,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012559.345.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012605.207.jpg,329,153,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012608.393.jpg,261,193,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012614.598.jpg,251,201,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012606.103.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012557.602.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012653.302.jpg,226,189,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012622.306.jpg,220,165,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012643.666.jpg,165,165,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012559.841.jpg,220,146,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012607.348.jpg,279,181,RGB,Chili__whitefly
Chili__whitefly/whiteflya14.jpg,240,210,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012703.025.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012706.205.jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012705.413.jpg,288,175,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012706.977.jpg,432,116,RGB,Chili__whitefly
Chili__whitefly/whiteflya13.jpg,225,225,RGB,Chili__whitefly
Chili__whitefly/whiteflya10.jpg,288,175,RGB,Chili__whitefly
Chili__whitefly/whiteflya11.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/whiteflya07.jpg,260,194,RGB,Chili__whitefly
Chili__whitefly/whiteflya09.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/whiteflya18.jpg,251,201,RGB,Chili__whitefly
Chili__whitefly/whiteflya01.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/whiteflya03.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/whiteflya02.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/whiteflya15.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012701.090.jpg,275,183,RGB,Chili__whitefly
Chili__whitefly/whiteflya12.jpg,100,100,RGB,Chili__whitefly
Chili__whitefly/whiteflya05.jpg,295,171,RGB,Chili__whitefly
Chili__whitefly/whiteflya06.jpg,220,229,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012708.278.jpg,186,271,RGB,Chili__whitefly
Chili__whitefly/whiteflya04.jpg,259,194,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012701.381.jpg,286,176,RGB,Chili__whitefly
Chili__whitefly/whiteflya17.jpg,194,259,RGB,Chili__whitefly
Chili__whitefly/whiteflya08.jpg,299,168,RGB,Chili__whitefly
Chili__whitefly/whiteflya16.jpg,277,182,RGB,Chili__whitefly
Chili__whitefly/images - 2021-05-19T012710.257.jpg,251,201,RGB,Chili__whitefly
Mango__diseased/0012_0003.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0001.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0002.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0007.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0026.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0017.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0008.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0013.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0014.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0004.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0025.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0016.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0005.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0010.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0006.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0027.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0023.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0024.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0021.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0011.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0018.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0020.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0019.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0012.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0022.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0009.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0015.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0043.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0030.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0039.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0032.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0047.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0051.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0044.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0028.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0034.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0050.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0046.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0038.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0035.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0042.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0041.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0049.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0036.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0031.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0029.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0045.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0052.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0048.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0033.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0040.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0037.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0061.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0070.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0073.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0060.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0066.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0062.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0058.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0053.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0057.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0074.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0056.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0067.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0068.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0076.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0072.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0075.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0063.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0065.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0071.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0064.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0055.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0059.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0054.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0069.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0097.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0098.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0093.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0082.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0095.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0089.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0080.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0077.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0088.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0081.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0086.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0091.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0094.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0084.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0096.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0079.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0092.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0087.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0083.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0090.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0085.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0078.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0099.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0107.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0101.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0115.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0100.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0117.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0106.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0109.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0114.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0104.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0116.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0103.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0112.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0111.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0110.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0113.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0105.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0118.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0108.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0102.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0124.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0128.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0138.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0119.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0125.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0137.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0133.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0130.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0122.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0120.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0121.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0127.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0131.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0134.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0136.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0135.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0129.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0126.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0123.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0132.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0143.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0141.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0147.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0148.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0155.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0140.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0153.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0150.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0156.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0149.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0146.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0139.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0145.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0142.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0151.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0154.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0152.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0144.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0157.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0167.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0164.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0163.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0174.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0160.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0162.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0158.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0172.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0159.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0170.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0173.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0169.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0165.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0168.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0166.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0175.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0171.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0161.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0188.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0181.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0179.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0190.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0186.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0185.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0182.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0193.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0176.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0187.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0196.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0177.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0183.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0178.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0195.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0180.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0184.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0194.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0192.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0189.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0191.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0199.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0198.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0210.JPG,6000,4000,RGB,Mango__diseased
Mango__diseased/0012_0202.JPG,6000,4000,RGB,Mango__diseased
